,day,icon,Trip ID,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed,Trip Seconds,Trip Miles,Fare,Trip Total
527,2013-12-09,cloudy,4,0.0,0.0,21.86,13.385,6.877500000000001,840.0,1.5,10.5,11.75
528,2013-12-10,cloudy,2,0.0,0.0,8.14,-4.859999999999999,10.145,1920.0,9.85,23.15,27.924999999999997
529,2013-12-10,partly cloudy,6,0.0,0.0,6.794999999999999,-4.973333333333334,7.3066666666666675,600.0,1.5166666666666666,8.815,9.648333333333333
530,2013-12-11,cloudy,3,0.0,0.0,16.516666666666666,16.516666666666666,1.8933333333333333,1280.0,1.2666666666666668,11.85,13.516666666666666
531,2013-12-11,partly cloudy,5,0.0,0.0,19.558,12.13,5.32,696.0,3.12,15.25,18.323999999999998
532,2013-12-12,clear,1,0.0,0.0,-0.78,-9.72,3.96,480.0,1.4,6.65,8.15
533,2013-12-12,cloudy,1,0.0,0.0,2.78,-8.08,5.61,420.0,1.1,6.05,9.05
534,2013-12-12,partly cloudy,4,0.0,0.0,5.8975,-4.255000000000001,5.7924999999999995,540.0,3.475,10.2,20.072499999999998
535,2013-12-13,cloudy,2,0.0,0.0,18.445,18.445,0.43000000000000005,660.0,0.6,7.45,7.45
536,2013-12-13,partly cloudy,6,8.333333333333333e-05,0.018333333333333333,24.49166666666667,24.49166666666667,1.3016666666666665,490.0,1.4433333333333334,8.616666666666665,9.283333333333333
537,2013-12-14,cloudy,5,0.00023999999999999998,0.014000000000000002,29.548000000000002,24.472,4.744,696.0,0.9799999999999999,9.05,9.75
538,2013-12-15,cloudy,7,0.0,0.0,17.767142857142858,9.180000000000001,6.12,1011.4285714285714,3.871428571428571,13.45,15.178571428571429
539,2013-12-15,partly cloudy,1,0.0,0.0,22.2,16.18,4.46,480.0,2.3,7.65,9.65
540,2013-12-16,cloudy,2,0.0,0.0,15.75,15.75,1.34,900.0,2.75,10.45,11.45
541,2013-12-16,partly cloudy,2,0.0,0.0,10.515,10.515,0.54,1020.0,2.6,11.25,13.0
542,2013-12-17,cloudy,3,0.0,0.0,21.69333333333333,14.226666666666667,5.723333333333334,620.0,1.3666666666666665,7.316666666666667,7.316666666666667
543,2013-12-17,partly cloudy,3,0.0,0.0,21.733333333333334,14.086666666666666,5.933333333333334,20.0,0.0,5.183333333333334,5.516666666666667
544,2013-12-18,clear,2,0.0,0.0,18.485,15.49,3.48,2070.0,1.65,43.75,43.75
545,2013-12-18,partly cloudy,3,0.0,0.0,21.673333333333332,18.536666666666665,3.4133333333333336,120.0,0.0,2.9,3.233333333333333
546,2013-12-19,cloudy,1,0.0,0.0,34.59,34.59,1.26,780.0,3.4,10.85,12.35
547,2013-12-19,partly cloudy,6,0.0004333333333333333,0.08,35.7,35.7,1.6283333333333332,790.0,0.7666666666666666,9.083333333333334,9.583333333333334
548,2013-12-19,rain,2,0.00825,0.55,40.394999999999996,40.394999999999996,0.765,930.0,0.88,21.15,30.65
549,2013-12-20,cloudy,2,0.00265,0.4,34.51,29.975,5.0600000000000005,930.0,1.55,10.75,12.25
550,2013-12-20,rain,6,0.0109,0.8883333333333333,35.160000000000004,31.905,3.9499999999999997,460.0,1.55,7.25,8.5
551,2013-12-21,cloudy,4,0.0,0.0,31.8475,31.8475,1.7200000000000002,690.0,0.8,7.700000000000001,8.950000000000001
552,2013-12-22,cloudy,1,0.0017,0.36,32.88,32.88,1.63,1080.0,0.0,24.45,26.45
553,2013-12-22,rain,2,0.011,0.835,33.03,26.505000000000003,7.359999999999999,690.0,3.1999999999999997,12.05,14.53
554,2013-12-22,snow,4,0.0028250000000000003,0.4125,32.692499999999995,29.770000000000003,3.6225,540.0,0.8,8.5,9.625
555,2013-12-23,cloudy,2,0.0,0.0,21.84,14.86,5.265,1140.0,1.1,10.35,10.35
556,2013-12-23,partly cloudy,2,0.0,0.0,15.91,6.16,6.93,570.0,0.0,7.550000000000001,8.05
557,2013-12-24,partly cloudy,2,0.0,0.0,0.1,-9.675,4.535,600.0,0.05,14.25,15.75
558,2013-12-25,cloudy,1,0.0,0.0,20.5,12.43,6.11,780.0,0.2,11.45,11.45
559,2013-12-26,cloudy,1,0.0,0.0,22.38,15.58,5.19,0.0,0.0,3.25,3.25
560,2013-12-27,clear,1,0.004,0.46,38.19,34.96,4.29,720.0,2.4,8.85,11.35
561,2013-12-27,cloudy,1,0.0,0.0,33.41,33.41,0.82,600.0,4.8,12.45,15.95
562,2013-12-27,partly cloudy,3,0.0,0.0,29.636666666666667,29.636666666666667,0.6466666666666666,580.0,0.0,14.783333333333333,15.450000000000001
563,2013-12-28,clear,3,0.0,0.0,39.53333333333333,35.660000000000004,5.513333333333333,380.0,1.3666666666666665,6.45,7.45
564,2013-12-29,partly cloudy,2,0.0,0.0,38.495000000000005,35.23,4.42,480.0,13.2,7.15,8.9
565,2013-12-30,clear,2,0.0,0.0,5.78,-1.725,3.775,390.0,2.55,8.25,11.25
566,2013-12-30,partly cloudy,3,0.0,0.0,8.326666666666666,8.326666666666666,2.8366666666666673,660.0,2.733333333333333,10.649999999999999,12.08
567,2013-12-31,clear,4,0.0,0.0,4.890000000000001,-6.938893903907228e-17,3.105,720.0,1.0499999999999998,8.549999999999999,8.799999999999999
568,2013-12-31,partly cloudy,2,0.0,0.0,8.05,1.56,3.335,840.0,0.0,9.65,10.15
569,2014-01-01,cloudy,7,0.0,0.0,18.19857142857143,13.194285714285712,4.325714285714286,660.0,2.4285714285714284,10.364285714285712,15.15
570,2014-01-02,cloudy,3,0.0,0.0,19.66,10.896666666666668,6.703333333333333,500.0,0.8666666666666667,6.383333333333333,8.049999999999999
571,2014-01-03,clear,4,0.0,0.0,0.39749999999999996,0.39749999999999996,0.96,420.0,1.175,6.5975,7.0975
572,2014-01-04,clear,1,0.0,0.0,23.65,14.15,8.76,660.0,0.18,7.65,7.65
573,2014-01-04,cloudy,1,0.0,0.0,29.81,21.83,8.56,1020.0,5.5,15.45,15.45
574,2014-01-04,partly cloudy,4,0.0,0.0,27.34,18.619999999999997,8.8925,945.0,1.8499999999999999,15.3,16.175
575,2014-01-05,cloudy,2,0.0,0.0,20.634999999999998,12.095,6.725,870.0,0.0,12.25,12.25
576,2014-01-06,clear,2,0.0,0.0,-12.48,-29.945,8.565000000000001,570.0,2.0,8.15,8.15
577,2014-01-06,partly cloudy,1,0.0,0.0,-12.51,-31.02,9.56,240.0,0.0,5.25,9.25
578,2014-01-07,clear,2,0.0,0.0,-9.775,-22.854999999999997,5.545,870.0,3.1,10.350000000000001,10.350000000000001
579,2014-01-07,partly cloudy,1,0.0,0.0,-2.75,-15.04,5.91,900.0,3.1,10.45,11.45
580,2014-01-08,clear,1,0.0,0.0,1.55,1.55,0.46,960.0,5.9,15.05,15.05
581,2014-01-08,cloudy,1,0.0,0.0,5.76,5.76,0.96,180.0,0.0,4.45,6.45
582,2014-01-08,partly cloudy,4,0.0,0.0,3.11,3.11,0.6075,420.0,0.3,6.0,6.0
583,2014-01-09,cloudy,3,0.0,0.0,19.326666666666668,14.479999999999999,3.3000000000000003,320.0,0.0,5.916666666666667,6.25
584,2014-01-09,partly cloudy,3,0.0,0.0,7.6066666666666665,7.6066666666666665,1.4466666666666665,700.0,0.26666666666666666,8.25,10.916666666666666
585,2014-01-10,cloudy,7,0.0001,0.018571428571428572,31.800000000000004,28.964285714285715,3.8114285714285714,557.1428571428571,1.4985714285714284,8.278571428571428,8.564285714285713
586,2014-01-11,cloudy,4,0.0,0.0,34.96,29.5425,6.3225,675.0,1.475,8.450000000000001,9.200000000000001
587,2014-01-11,rain,2,0.02105,0.8700000000000001,39.125,36.31,4.0,420.0,2.1,8.149999999999999,8.649999999999999
588,2014-01-12,cloudy,4,0.0,0.0,30.1675,24.535,5.4325,765.0,5.125,14.2975,16.2975
589,2014-01-12,partly cloudy,1,0.0,0.0,33.88,28.04,6.6,1740.0,0.0,30.85,37.35
590,2014-01-13,partly cloudy,6,0.0,0.0,41.25333333333334,38.04,5.078333333333333,960.0,4.733333333333333,17.781666666666666,20.741666666666667
591,2014-01-14,clear,1,0.0,0.0,27.29,22.67,3.97,960.0,2.5,10.45,12.5
592,2014-01-14,partly cloudy,2,0.0,0.0,30.3,27.259999999999998,4.1450000000000005,330.0,0.0,6.15,7.65
593,2014-01-15,clear,1,0.0,0.0,19.84,14.57,3.62,300.0,0.5,5.05,5.05
594,2014-01-15,cloudy,2,0.0,0.0,19.64,10.89,6.665,600.0,0.05,8.55,9.05
595,2014-01-15,partly cloudy,2,0.0,0.0,18.604999999999997,11.379999999999999,5.01,1170.0,5.2,14.75,14.75
596,2014-01-16,cloudy,8,0.0,0.0,27.5575,19.637500000000006,7.699999999999999,547.5,4.0475,10.674999999999999,10.924999999999999
597,2014-01-17,cloudy,3,0.0,0.0,13.643333333333333,5.453333333333333,5.05,540.0,2.4666666666666663,8.916666666666666,9.916666666666666
598,2014-01-17,partly cloudy,1,0.0,0.0,15.15,6.18,5.99,540.0,1.3,6.45,6.45
599,2014-01-18,cloudy,3,0.0,0.0,17.456666666666667,10.639999999999999,4.48,560.0,1.7333333333333332,7.383333333333333,8.549999999999999
600,2014-01-18,partly cloudy,3,0.0,0.0,12.453333333333333,7.95,3.5100000000000002,580.0,0.8333333333333334,7.116666666666667,7.45
601,2014-01-19,clear,1,0.0,0.0,12.94,7.61,3.07,420.0,0.0,6.85,7.85
602,2014-01-20,cloudy,4,2.5e-05,0.015,32.307500000000005,31.2725,1.8924999999999996,795.0,0.325,11.450000000000001,13.450000000000001
603,2014-01-21,clear,2,0.0,0.0,4.029999999999999,-7.705,6.545,330.0,0.5,5.75,6.25
604,2014-01-22,cloudy,6,0.0,0.0,7.151666666666667,-1.4966666666666668,4.6866666666666665,1000.0,3.883333333333333,13.581666666666665,15.181666666666665
605,2014-01-23,partly cloudy,5,0.0,0.0,6.316,-5.49,7.05,684.0,6.12,14.847999999999999,18.41
606,2014-01-24,clear,3,0.0,0.0,-4.4799999999999995,-15.896666666666667,5.083333333333333,1200.0,0.7666666666666666,22.116666666666664,27.266666666666666
607,2014-01-24,cloudy,1,0.0,0.0,17.5,4.17,12.69,2160.0,1.81,37.85,39.85
608,2014-01-24,partly cloudy,4,0.0,0.0,5.67,-8.2625,9.4275,690.0,0.6499999999999999,8.65,9.65
609,2014-01-25,clear,1,0.0,0.0,17.14,4.94,10.58,300.0,1.3,5.65,6.65
610,2014-01-25,cloudy,4,0.0,0.0,29.415,22.400000000000002,6.994999999999999,435.0,0.875,6.2,7.7
611,2014-01-25,partly cloudy,3,0.0,0.0,25.156666666666666,16.3,8.423333333333334,440.0,2.8000000000000003,8.85,9.85
612,2014-01-26,cloudy,4,0.0,0.0,12.6125,6.4575000000000005,4.9350000000000005,555.0,0.265,9.0,9.6625
613,2014-01-27,clear,1,0.0,0.0,-0.02,-13.0,6.91,300.0,0.6,4.85,5.85
614,2014-01-27,partly cloudy,2,0.0,0.0,-0.55,-15.295,8.515,150.0,0.0,4.25,4.75
615,2014-01-28,clear,2,0.0,0.0,-6.75,-18.494999999999997,5.04,480.0,0.4,6.35,6.35
616,2014-01-29,clear,6,0.0,0.0,5.213333333333333,-3.421666666666667,4.448333333333333,460.0,2.5500000000000003,7.216666666666668,8.3
617,2014-01-30,clear,1,0.0,0.0,20.47,10.42,8.52,300.0,0.0,5.25,6.75
618,2014-01-30,partly cloudy,4,0.0,0.0,24.6625,14.370000000000001,10.5175,570.0,0.525,7.1,7.6
619,2014-01-31,cloudy,2,0.0,0.0,20.42,20.42,1.16,480.0,1.15,7.35,8.6
620,2014-01-31,partly cloudy,3,0.0,0.0,20.73,17.713333333333335,2.6799999999999997,480.0,6.3,14.783333333333333,18.150000000000002
621,2014-02-01,cloudy,11,0.0,0.0,26.33454545454545,24.99363636363636,2.194545454545455,540.0,2.0272727272727273,9.14090909090909,9.913636363636364
622,2014-02-02,partly cloudy,5,0.0,0.0,18.566000000000003,16.19,3.2620000000000005,804.0,5.5600000000000005,14.45,15.45
623,2014-02-03,clear,4,0.0001,0.0125,10.247499999999999,10.247499999999999,0.825,1020.0,6.235,16.197499999999998,18.447499999999998
624,2014-02-04,cloudy,3,0.0,0.0,22.113333333333333,22.113333333333333,1.7566666666666666,880.0,0.06666666666666667,9.583333333333334,9.583333333333334
625,2014-02-04,partly cloudy,1,0.0,0.0,21.77,21.77,1.69,1200.0,0.79,18.85,19.85
626,2014-02-05,cloudy,5,0.0,0.0,23.719999999999995,14.25,8.75,636.0,0.02,7.730000000000001,9.330000000000002
627,2014-02-06,clear,4,0.0,0.0,3.3500000000000005,-6.62,5.14,945.0,0.5,12.65,15.712499999999999
628,2014-02-06,cloudy,1,0.0,0.0,5.72,-2.04,3.86,300.0,0.7,5.45,7.45
629,2014-02-06,partly cloudy,1,0.0,0.0,4.92,-2.54,3.62,300.0,0.0,5.65,6.65
630,2014-02-07,clear,5,0.0,0.0,1.1219999999999999,-4.5600000000000005,3.942,888.0,3.5799999999999996,13.489999999999998,16.639999999999997
631,2014-02-07,partly cloudy,2,0.0,0.0,-1.12,-8.95,3.38,900.0,0.9,17.875,18.875
632,2014-02-08,cloudy,6,0.0,0.0,11.301666666666668,10.406666666666666,1.9933333333333332,620.0,1.8816666666666668,8.816666666666668,10.878333333333336
633,2014-02-08,partly cloudy,4,0.0,0.0,7.325,7.325,1.96,960.0,3.7500000000000004,11.7,14.05
634,2014-02-09,clear,1,0.0,0.0,13.13,6.55,3.82,540.0,0.3,13.85,13.85
635,2014-02-09,partly cloudy,5,0.0,0.0,12.95,11.738,1.8980000000000001,816.0,1.9,13.37,15.1
636,2014-02-10,clear,6,0.0,0.0,2.1733333333333333,-2.1883333333333335,3.358333333333333,860.0,2.983333333333333,13.050000000000002,16.333333333333332
637,2014-02-11,clear,6,0.0,0.0,1.6616666666666668,0.5983333333333333,1.3566666666666667,720.0,1.1516666666666666,8.248333333333333,8.581666666666667
638,2014-02-12,clear,1,0.0,0.0,1.4,1.4,0.26,2280.0,1.9,61.25,69.75
639,2014-02-12,cloudy,4,0.0,0.0,13.2775,10.1075,3.075,945.0,0.0,16.15,18.8125
640,2014-02-12,partly cloudy,1,0.0,0.0,5.14,5.14,1.82,780.0,0.28,9.65,9.65
641,2014-02-13,cloudy,1,0.0,0.0,19.83,19.83,2.38,240.0,0.9,5.25,6.75
642,2014-02-13,partly cloudy,2,0.0,0.0,18.855,16.625,2.325,480.0,1.45,6.75,8.25
643,2014-02-14,partly cloudy,10,0.0,0.0,16.839000000000002,10.135000000000002,4.424999999999999,702.0,1.27,11.53,13.724999999999998
644,2014-02-15,clear,5,0.0,0.0,14.106,10.35,2.416,504.0,0.10400000000000001,7.529999999999999,8.129999999999999
645,2014-02-15,partly cloudy,1,0.0,0.0,21.82,21.82,1.51,480.0,1.2,6.65,7.65
646,2014-02-16,cloudy,6,0.0,0.0,18.355,15.045,2.9600000000000004,670.0,2.3666666666666667,10.75,12.365
647,2014-02-16,partly cloudy,1,0.0,0.0,26.18,20.41,4.83,180.0,0.6,4.25,6.0
648,2014-02-17,cloudy,2,0.0,0.0,23.235,15.34,6.515,1500.0,17.25,34.75,40.25
649,2014-02-18,clear,4,7.5e-05,0.0225,28.1925,24.985,3.17,1005.0,6.1,16.75,19.037499999999998
650,2014-02-18,partly cloudy,4,0.0,0.0,26.7275,26.7275,1.2725,1305.0,4.9750000000000005,19.9,22.275
651,2014-02-18,rain,1,0.015,0.48,40.43,35.71,6.9,1980.0,8.5,24.45,24.45
652,2014-02-19,clear,1,0.0,0.0,42.41,39.91,4.23,420.0,0.0,6.25,6.25
653,2014-02-19,partly cloudy,5,0.0,0.0,33.35600000000001,32.006,3.056,996.0,0.442,14.329999999999998,16.52
654,2014-02-20,cloudy,1,0.0,0.0,35.78,35.78,1.47,420.0,1.2,6.25,6.25
655,2014-02-20,rain,4,0.026875000000000003,0.7375,36.385000000000005,34.847500000000004,3.2375000000000003,915.0,6.3500000000000005,17.1,19.5625
656,2014-02-21,cloudy,9,0.0,0.0,30.855555555555554,21.36111111111111,11.987777777777776,560.0,0.8333333333333333,8.337777777777777,10.187777777777779
657,2014-02-21,partly cloudy,4,0.0,0.0,29.177500000000002,18.7125,13.1875,720.0,4.6375,13.0,16.375
658,2014-02-22,clear,2,0.0,0.0,24.68,18.22,5.265000000000001,750.0,2.7,9.45,9.95
659,2014-02-22,partly cloudy,3,0.0,0.0,28.98,22.863333333333333,5.723333333333334,600.0,1.7666666666666668,8.516666666666666,9.516666666666666
660,2014-02-23,clear,2,0.0,0.0,19.725,15.42,3.01,240.0,0.65,5.15,6.15
661,2014-02-23,partly cloudy,4,0.0,0.0,18.635,15.2075,3.7449999999999997,585.0,6.3,8.35,9.2625
662,2014-02-24,clear,8,0.0,0.0,16.85,9.040000000000001,5.3475,675.0,1.5500000000000003,9.09875,9.47375
663,2014-02-25,clear,1,0.0,0.0,21.1,14.24,5.03,600.0,1.7,8.05,8.05
664,2014-02-25,cloudy,2,0.0,0.0,17.43,11.059999999999999,4.130000000000001,240.0,0.5,5.15,5.15
665,2014-02-25,partly cloudy,4,0.0,0.0,17.392500000000002,10.969999999999999,4.355,450.0,0.925,6.799999999999999,7.549999999999999
666,2014-02-26,clear,8,0.0,0.0,5.3725000000000005,-4.6025,5.418749999999999,847.5,1.15125,12.25,13.25
667,2014-02-27,clear,5,0.0,0.0,7.218000000000001,-3.732,6.409999999999999,864.0,1.14,13.169999999999998,15.459999999999999
668,2014-02-27,partly cloudy,4,0.0,0.0,11.325,0.16249999999999992,7.6675,795.0,0.0,12.15,15.387500000000001
669,2014-02-28,clear,4,0.0,0.0,3.9975,3.9975,0.7675,435.0,0.8150000000000001,6.15,7.525
670,2014-02-28,partly cloudy,1,0.0,0.0,12.89,3.06,6.38,180.0,0.4,4.25,4.25
671,2014-03-01,cloudy,7,0.0,0.0,23.59714285714286,17.807142857142857,4.461428571428572,908.5714285714286,3.728571428571428,13.964285714285714,15.607142857142858
672,2014-03-02,cloudy,8,0.0,0.0,9.557500000000001,0.825,4.925,765.0,3.57,14.075,15.812499999999998
673,2014-03-03,partly cloudy,2,0.0,0.0,15.415,15.415,1.205,540.0,0.35,8.05,9.05
674,2014-03-04,cloudy,3,0.0,0.0,14.796666666666667,7.6933333333333325,4.546666666666667,580.0,3.0666666666666664,9.65,9.983333333333334
675,2014-03-05,cloudy,2,0.0,0.0,19.56,12.125,5.305,720.0,2.9,9.549999999999999,9.549999999999999
676,2014-03-05,partly cloudy,1,0.0,0.0,21.83,16.96,3.54,780.0,2.9,9.65,9.65
677,2014-03-06,clear,4,0.0,0.0,19.212500000000002,15.4,3.2424999999999997,615.0,2.7,9.25,10.125
678,2014-03-06,partly cloudy,2,0.0,0.0,18.29,12.285,3.97,930.0,0.0,20.95,25.8
679,2014-03-06,snow,1,0.0039,0.43,29.05,29.05,0.75,540.0,0.1,7.45,7.45
680,2014-03-07,clear,1,0.0,0.0,22.19,22.19,1.56,780.0,0.57,14.45,14.45
681,2014-03-07,partly cloudy,3,0.0013,0.18000000000000002,41.873333333333335,38.64333333333334,5.146666666666666,620.0,3.1666666666666665,10.116666666666665,12.216666666666667
682,2014-03-08,cloudy,4,0.0,0.0,30.547500000000003,23.755,7.029999999999999,990.0,2.2249999999999996,15.349999999999998,17.474999999999998
683,2014-03-09,clear,1,0.0,0.0,21.29,21.29,0.85,600.0,1.0,6.85,7.85
684,2014-03-09,partly cloudy,3,0.0,0.0,34.656666666666666,29.146666666666665,6.3500000000000005,400.0,0.46666666666666673,6.25,7.416666666666667
685,2014-03-10,partly cloudy,5,0.0,0.0,42.763999999999996,38.896,6.319999999999999,504.0,0.9199999999999999,10.13,11.030000000000001
686,2014-03-11,cloudy,1,0.0,0.0,45.49,45.49,0.16,480.0,0.0,6.65,8.65
687,2014-03-11,partly cloudy,5,0.0,0.0,45.044,44.339999999999996,2.316,744.0,1.028,10.05,10.25
688,2014-03-12,cloudy,6,3.3333333333333335e-05,0.008333333333333333,27.82666666666667,21.355,7.163333333333333,480.0,1.0166666666666666,7.148333333333333,7.648333333333333
689,2014-03-12,snow,1,0.0044,0.5,32.38,27.06,5.54,240.0,0.9,5.25,5.25
690,2014-03-13,clear,9,0.0,0.0,14.41,14.41,0.6711111111111111,1193.3333333333333,2.504444444444444,14.005555555555555,14.894444444444442
691,2014-03-14,clear,2,0.0012000000000000001,0.15,44.44,40.305,7.72,810.0,0.0,9.45,10.95
692,2014-03-14,partly cloudy,4,0.00095,0.11,44.5975,40.0025,8.575,885.0,4.025,13.0,13.837499999999999
693,2014-03-15,clear,8,0.0,0.0,34.980000000000004,31.846249999999998,3.9375000000000004,1200.0,1.98875,17.400000000000002,20.775000000000002
694,2014-03-15,partly cloudy,4,0.0,0.0,36.9575,33.9425,3.895,690.0,0.4,8.6975,10.1975
695,2014-03-16,cloudy,1,0.0,0.0,21.26,10.85,9.31,3000.0,7.6,25.85,25.85
696,2014-03-16,partly cloudy,5,0.0,0.0,20.49,9.484,9.98,804.0,0.6799999999999999,9.49,11.78
697,2014-03-17,clear,3,0.0,0.0,25.60666666666667,23.22,3.073333333333333,220.0,0.7000000000000001,4.983333333333333,5.6499999999999995
698,2014-03-17,partly cloudy,2,0.0,0.0,22.245,15.91,4.74,480.0,0.0,6.35,6.35
699,2014-03-18,clear,1,0.0,0.0,31.16,28.37,3.0,360.0,0.0,5.45,5.45
700,2014-03-18,partly cloudy,3,0.0,0.0,34.42666666666667,30.91,3.98,560.0,1.7,10.583333333333334,11.483333333333334
701,2014-03-19,cloudy,2,0.0,0.0,44.55,43.019999999999996,3.51,660.0,0.3,14.35,17.975
702,2014-03-19,rain,1,0.0449,1.0,44.44,44.44,3.0,1560.0,0.47,13.85,13.85
703,2014-03-20,cloudy,2,0.0,0.0,32.385,29.545,3.155,690.0,2.15,8.65,9.65
704,2014-03-20,partly cloudy,2,0.0004,0.115,37.89,37.89,2.9,900.0,7.65,22.45,28.725
705,2014-03-21,clear,3,0.0,0.0,41.32666666666666,38.300000000000004,4.699999999999999,880.0,3.1999999999999997,10.783333333333333,11.616666666666667
706,2014-03-21,cloudy,3,0.0,0.0,34.12333333333333,34.12333333333333,1.7099999999999997,600.0,0.18666666666666668,8.65,9.316666666666666
707,2014-03-21,partly cloudy,3,0.0,0.0,33.666666666666664,33.666666666666664,1.4433333333333334,380.0,0.06666666666666667,5.8500000000000005,8.016666666666667
708,2014-03-22,cloudy,3,0.0,0.0,38.763333333333335,35.31666666666667,4.636666666666667,1240.0,10.766666666666666,24.05,30.593333333333334
709,2014-03-22,partly cloudy,1,0.0,0.0,39.39,34.27,7.24,720.0,3.7,11.65,12.65
710,2014-03-23,partly cloudy,3,0.0,0.0,25.50333333333333,18.69666666666667,5.776666666666667,580.0,1.4100000000000001,8.316666666666666,9.65
711,2014-03-24,clear,4,0.0,0.0,27.924999999999997,27.924999999999997,2.015,360.0,1.15,6.0,7.0
712,2014-03-25,clear,2,0.0,0.0,25.17,17.615000000000002,6.5600000000000005,870.0,0.7,11.35,12.1
713,2014-03-25,partly cloudy,2,0.0,0.0,27.189999999999998,21.564999999999998,4.88,270.0,0.4,5.05,6.3
714,2014-03-26,clear,11,0.0,0.0,21.471818181818183,19.827272727272728,1.8272727272727274,1112.7272727272727,1.8036363636363637,88.77363636363636,99.27363636363636
715,2014-03-27,cloudy,1,0.0021,0.35,38.54,32.89,7.85,540.0,0.1,9.05,9.05
716,2014-03-27,partly cloudy,1,0.0,0.0,38.41,32.37,8.55,360.0,1.2,6.05,6.05
717,2014-03-27,rain,3,0.008700000000000001,0.7399999999999999,35.39000000000001,29.78333333333333,6.69,900.0,1.4000000000000001,13.583333333333334,14.916666666666666
718,2014-03-28,cloudy,6,0.0,0.0,42.34,38.71333333333333,6.963333333333334,580.0,0.65,7.55,7.883333333333334
719,2014-03-28,rain,1,0.0093,0.76,37.34,32.51,6.12,1020.0,3.1,11.05,11.05
720,2014-03-29,cloudy,3,0.0,0.0,33.92333333333333,30.12,4.6066666666666665,520.0,0.9333333333333332,8.85,8.950000000000001
721,2014-03-30,clear,3,0.0,0.0,42.14666666666667,42.14666666666667,2.0733333333333337,460.0,0.6,6.25,7.416666666666667
722,2014-03-31,partly cloudy,3,0.0,0.0,45.26,43.01,4.503333333333333,720.0,0.6666666666666666,11.583333333333334,12.75
723,2014-04-01,cloudy,4,0.0,0.0,33.8725,25.73,10.690000000000001,1170.0,1.77,12.85,15.387499999999998
724,2014-04-01,partly cloudy,4,0.0,0.0,39.972500000000004,33.6625,9.76,1230.0,4.75,19.75,25.75
725,2014-04-02,partly cloudy,7,0.0,0.0,37.712857142857146,35.81000000000001,3.2742857142857145,771.4285714285714,5.028571428571428,14.735714285714284,17.607142857142858
726,2014-04-03,cloudy,1,0.0,0.0,38.44,34.88,4.7,300.0,0.8,5.25,7.25
727,2014-04-03,rain,5,0.09466,0.8779999999999999,38.196000000000005,33.074,6.894,444.0,0.8200000000000001,6.49,7.090000000000001
728,2014-04-04,cloudy,8,8.75e-05,0.0125,40.48125,37.68375,4.916250000000001,1072.5,3.5,16.1,18.05625
729,2014-04-05,clear,4,0.0,0.0,38.4375,37.042500000000004,3.2174999999999994,660.0,4.949999999999999,13.65,14.525
730,2014-04-05,partly cloudy,5,0.0,0.0,34.29600000000001,33.498000000000005,2.484,840.0,3.7400000000000007,13.610000000000003,15.210000000000003
731,2014-04-06,clear,3,0.0,0.0,36.11333333333334,36.11333333333334,1.1566666666666667,760.0,3.466666666666667,12.383333333333333,14.666666666666666
732,2014-04-07,partly cloudy,4,0.0,0.0,40.55,40.1275,1.4124999999999999,780.0,0.07500000000000001,10.25,12.1875
733,2014-04-08,cloudy,8,0.000475,0.055,48.415,47.6025,3.755,1005.0,2.625,9.348749999999999,10.129999999999999
734,2014-04-08,partly cloudy,3,0.0,0.0,53.29666666666666,53.29666666666666,3.9800000000000004,560.0,1.9666666666666668,8.516666666666667,10.666666666666666
735,2014-04-09,clear,6,0.0,0.0,43.93833333333333,43.93833333333333,0.9033333333333333,1050.0,5.233333333333333,14.816666666666668,17.470000000000002
736,2014-04-10,clear,1,0.0,0.0,52.45,52.45,7.35,840.0,3.1,10.25,13.25
737,2014-04-10,partly cloudy,3,0.0,0.0,59.699999999999996,59.699999999999996,7.186666666666667,480.0,0.3333333333333333,6.983333333333333,8.649999999999999
738,2014-04-11,clear,8,0.0,0.0,57.69,57.69,1.24625,1027.5,6.125,18.29375,20.41875
739,2014-04-12,cloudy,1,0.0004,0.01,66.53,66.53,6.33,660.0,2.4,8.85,9.85
740,2014-04-12,partly cloudy,3,0.0,0.0,54.45000000000001,54.45000000000001,1.7600000000000005,540.0,1.2333333333333334,8.383333333333333,12.733333333333334
741,2014-04-13,partly cloudy,3,0.0004333333333333333,0.06999999999999999,65.87,65.87,4.246666666666666,1120.0,6.533333333333334,18.916666666666668,19.916666666666668
742,2014-04-14,cloudy,2,0.00035,0.125,40.15,35.75,6.29,510.0,0.0,7.15,8.65
743,2014-04-14,rain,4,0.0172,0.7825,48.769999999999996,46.385000000000005,7.01,1035.0,1.2000000000000002,17.150000000000002,17.150000000000002
744,2014-04-15,partly cloudy,2,0.0,0.0,27.86,23.035,4.25,300.0,0.7,5.25,5.75
745,2014-04-16,clear,2,0.0,0.0,30.895,29.05,2.49,600.0,0.45,7.75,9.0
746,2014-04-16,partly cloudy,1,0.0,0.0,40.72,35.71,7.52,480.0,0.2,10.65,11.65
747,2014-04-17,clear,1,0.0,0.0,52.88,52.88,7.82,660.0,3.8,10.25,12.75
748,2014-04-17,partly cloudy,9,0.0,0.0,47.958888888888886,45.11555555555555,6.807777777777778,733.3333333333334,2.277777777777778,9.45,10.42777777777778
