,Trip ID,time,summary,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed,icon
1196,ba580ed6707c778cdf1d82dfc5603f1da9d3f056,2016-03-02T05:00:00,Clear,0,0,14.67,14.67,1.61,clear-night
1197,b43842d29697d17017be60bbb14b01fec4fbb931,2013-09-01T06:00:00,Partly Cloudy,0,0,67.47,68.16,0.15,partly-cloudy-night
1198,bcdadae5d94850e49efc48bf5cf1ff15df04a64e,2015-07-20T03:45:00,Clear,0,0,65.7,65.95,0.19,clear-night
1199,bc576d60201806fd97e84439063ed342f8f1d2f5,2014-11-08T08:30:00,Overcast,0,0,43.96,40.42,6.09,cloudy
1200,b303d34cf597926c502638fc3ac6f4455a464797,2015-03-23T09:00:00,Foggy,0,0,28.97,23.22,5.31,fog
1201,c0264a2782fb65214761ca166575a811b81155c5,2013-04-28T01:15:00,Overcast,0.0006,0.08,53.84,53.84,0.37,cloudy
1202,bac421d1c373fd06132b5688d622ebf7ff03d579,2016-10-06T08:00:00,Rain,0.0766,0.97,63.8,64.31,1.12,rain
1203,be1bb5878793a6920466fad62f649a58d4331f46,2016-01-14T02:45:00,Partly Cloudy,0,0,27.3,23.59,3.28,partly-cloudy-night
1204,bc37665c565a403a4e37bd44e62a8e5300d19089,2015-11-05T11:00:00,Clear,0,0,68.8,68.8,6.8,clear-day
1205,b01f2b991bbb8205e1bbd197068a40ad2d3bf67a,2016-04-26T10:00:00,Overcast,0,0,44.17,40.92,5.67,cloudy
1206,b5b3c5b772fca1263381f6b350e8e525dc37de76,2013-11-13T12:30:00,Partly Cloudy,0,0,38.03,31.5,9.36,partly-cloudy-day
1207,c41dc3cfbd05944691e8ef1bcc4b167e2cc6a490,2016-09-09T07:00:00,Partly Cloudy,0,0,64.1,64.51,0,partly-cloudy-day
1208,b8aa10f18ada5dbe00e7320e6084a05edf114501,2015-02-24T09:15:00,Mostly Cloudy,0,0,13.52,2.34,8.01,partly-cloudy-day
1209,b475d1a2740e292c078f19c6bca0d8da8522c026,2016-08-12T04:45:00,Humid and Overcast,0,0,78.74,81.84,0.78,cloudy
1210,bac38b811d9a74f0d0a6c7b18f990d534c769564,2014-12-06T03:15:00,Overcast,0,0,36.73,32.47,5.2,cloudy
1211,bf6d96c33358f546baa3fd637ac2adc29c24ebac,2016-10-13T10:00:00,Clear,0,0,48.37,48.37,2.32,clear-day
1212,b034faf1b5aaf0f37815318196a8b5408f64265f,2016-11-12T05:15:00,Clear,0,0,35.38,35.38,0.34,clear-night
1213,b7e37f89d59f3a31206e528cd54dc955ec51a52d,2015-09-18T11:00:00,Overcast,0,0,74.46,75.57,3.21,cloudy
1214,c1945aa23a50b6123104c2b3967afc070df608bf,2014-02-09T05:45:00,Mostly Cloudy,0,0,13.55,13.55,1.72,partly-cloudy-night
1215,bf453c12d2fde676b76e4bc0657af9574b5ff02c,2017-03-21T08:00:00,Clear,0,0,40.28,40.28,2.63,clear-day
1216,bf1452d1c0774f40d9a761c3c9159ece87d5c346,2015-03-03T03:30:00,Overcast,0,0,27.51,22.01,4.8,cloudy
1217,b215abff54cfa6a26c091a9e80d7112a9a217bac,2016-01-09T03:00:00,Foggy,0,0,40.68,38.57,3.52,fog
1218,c1714c6edfa0a596f238d0141546f8cc6505476c,2013-03-14T10:00:00,Mostly Cloudy,0,0,31.89,31.89,2.61,partly-cloudy-day
1219,b03c2ead87794e3577dee25dd5c03e8950c4571b,2013-06-13T11:00:00,Clear,0,0,67.83,67.83,5.95,clear-day
1220,c3e555ae9dd9cbcd52ffe061d5191ebb2b935a52,2013-04-17T04:30:00,Overcast,0,0,42.51,38.54,6.33,cloudy
1222,b1ceb3dde1366bff6e834ab357b18b58266dcab4,2013-12-30T11:00:00,Partly Cloudy,0,0,9.34,9.34,2.72,partly-cloudy-day
1223,b7d79d7bf03333eff40ad2872d7e5ae73fa5b506,2013-10-18T10:00:00,Mostly Cloudy,0,0,45.04,42.36,5.05,partly-cloudy-day
1224,c000898d688db5a2c7fb1fec53e4c701b32ca468,2014-10-27T07:30:00,Mostly Cloudy,0,0,57.52,57.52,3.91,partly-cloudy-day
1225,bedf7469ab641c374c866b4cab48b87f8c6ae6e7,2014-06-20T10:00:00,Mostly Cloudy,0,0,74.8,75.87,3.85,partly-cloudy-day
1226,b4fc9c06b9492988d52ac42792a55b366f83d873,2015-02-11T06:45:00,Overcast,0,0,32.57,28.27,4.45,cloudy
1227,aff9e3e217a29507a5484a1e3297fb5485b333f5,2014-09-08T08:15:00,Partly Cloudy,0,0,63.85,63.85,1.21,partly-cloudy-day
1228,c4121bd488865a1d21158ed178bca1d045c3a66f,2016-02-14T06:15:00,Mostly Cloudy,0,0,13.95,6.7,4.37,partly-cloudy-night
1229,bedcc51cbb64a261f7776eda128d513acf209c1b,2015-05-14T06:45:00,Partly Cloudy,0,0,49.13,48.23,3.52,partly-cloudy-day
1230,b623a55eb4d3314eb6ca9467b3cec9672b5bba07,2013-04-21T01:45:00,Clear,0,0,34.85,34.85,1.81,clear-night
